USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
oicnanev  108519  0.1  0.9 1212153692 311356 ?   Sl   Oct02   1:48 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1953 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=22524046779 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev  129125  0.0  0.6 1212151864 196564 ?   Sl   Oct02   0:16 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=36 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=27210087563 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev  129923  0.0  0.5 1212151056 187500 ?   Sl   Oct02   0:13 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=2329 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=27398439038 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
root      208478  0.0  0.0      0     0 ?        I    Oct02   0:01 [kworker/19:0-mm_percpu_wq]
root      224322  0.0  0.0      0     0 ?        I    Oct02   0:01 [kworker/14:0-events]
root      234851  0.0  0.0  38676 12800 ?        Ss   00:00   0:00 /usr/sbin/cupsd -l
cups-br+  234856  0.0  0.0 268924 20640 ?        Ssl  00:00   0:00 /usr/sbin/cups-browsed
oicnanev  276894  0.0  0.3 1212069396 127336 ?   Sl   02:40   0:03 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --extension-process --renderer-sub-type=extension --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4908 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=61130302561 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
root      302962  0.0  0.0      0     0 ?        I    04:20   0:01 [kworker/3:0-mm_percpu_wq]
root      383648  0.0  0.0      0     0 ?        I    09:27   0:00 [kworker/7:2-mm_percpu_wq]
oicnanev  386041  0.1  0.9 1212250224 325632 ?   Sl   09:35   0:19 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=42 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=86016525157 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev  386120  1.8  1.0 1222107904 326892 ?   Sl   09:35   5:22 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6841 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=86023509702 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
root      389783  0.0  0.0      0     0 ?        I    09:48   0:01 [kworker/1:0-mm_percpu_wq]
oicnanev  390860  0.0  0.6 1212152824 197544 ?   Sl   09:51   0:07 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6924 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=86968632063 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev  392444  0.1  1.0 1212225508 332144 ?   Sl   09:57   0:31 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=48 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=87326258418 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
root      396088  0.0  0.0      0     0 ?        I    10:10   0:02 [kworker/0:0-pm]
root      402873  0.0  0.0      0     0 ?        I    10:33   0:00 [kworker/4:1-mm_percpu_wq]
oicnanev  410266  0.7  0.8 1212151848 261780 ?   Sl   10:58   1:32 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7243 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=91025164077 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
root      412377  0.0  0.0      0     0 ?        I    11:05   0:00 [kworker/5:0-mm_percpu_wq]
root      412402  0.0  0.0      0     0 ?        I    11:05   0:00 [kworker/12:2-rcu_par_gp]
root      412449  0.0  0.0      0     0 ?        I    11:05   0:00 [kworker/18:0]
root      413057  0.0  0.0      0     0 ?        I    11:07   0:00 [kworker/13:1-rcu_par_gp]
root      413073  0.0  0.0      0     0 ?        I    11:07   0:00 [kworker/11:1-rcu_par_gp]
root      413077  0.0  0.0      0     0 ?        I    11:07   0:00 [kworker/14:2-rcu_par_gp]
root      419519  0.0  0.0      0     0 ?        I    11:26   0:00 [kworker/9:0-mm_percpu_wq]
root      424532  0.0  0.0      0     0 ?        I    11:45   0:00 [kworker/17:0-events]
root      431753  0.0  0.0      0     0 ?        I    12:10   0:00 [kworker/2:1]
root      436088  0.0  0.0      0     0 ?        I    12:27   0:00 [kworker/10:0]
root      439038  0.0  0.0      0     0 ?        I    12:38   0:00 [kworker/9:2-mm_percpu_wq]
root      446833  0.0  0.0      0     0 ?        I    13:07   0:00 [kworker/1:2]
root      446875  0.0  0.0      0     0 ?        I    13:07   0:00 [kworker/4:0-rcu_par_gp]
oicnanev  446880  0.0  0.0      0     0 ?        Z    13:07   0:00 [checkonwin] <defunct>
root      447004  0.0  0.0      0     0 ?        S    13:07   0:00 [psimon]
root      447665  0.0  0.0      0     0 ?        I    13:10   0:00 [kworker/19:3]
root      451418  0.0  0.0      0     0 ?        I    13:24   0:00 [kworker/0:1-mm_percpu_wq]
root      453040  0.0  0.0      0     0 ?        I    13:30   0:00 [kworker/16:2-cgroup_destroy]
root      454612  0.0  0.0      0     0 ?        I    13:36   0:00 [kworker/u40:2-events_power_efficient]
oicnanev  457110  0.3  0.1 904360 57760 ?        Sl   13:45   0:08 /usr/bin/nemo
root      458237  0.0  0.0      0     0 ?        I    13:50   0:00 [kworker/7:3]
root      458368  0.0  0.0      0     0 ?        I    13:50   0:00 [kworker/6:0]
root      458431  0.0  0.0      0     0 ?        I    13:50   0:00 [kworker/15:1-mm_percpu_wq]
oicnanev  459169  0.0  0.0   3580  2080 ?        S    13:53   0:00 bwrap --args 38 -- apostrophe /home/oicnanev/Projects/TVS-ISEL2425/CourseWorks/cw1/bach-BashAlternativeFromCHelas/docs/README.md
oicnanev  459180  0.0  0.0   3580  1760 ?        S    13:53   0:00 bwrap --args 36 -- xdg-dbus-proxy --args=41
oicnanev  459181  0.0  0.0 235684  5920 ?        Sl   13:53   0:00 xdg-dbus-proxy --args=41
root      459182  0.0  0.0      0     0 ?        I    13:53   0:00 [kworker/5:2-rcu_par_gp]
oicnanev  459185  0.0  0.0   3684  1444 ?        S    13:53   0:00 bwrap --args 38 -- apostrophe /home/oicnanev/Projects/TVS-ISEL2425/CourseWorks/cw1/bach-BashAlternativeFromCHelas/docs/README.md
oicnanev  459186 10.3  0.6 103474204 195948 ?    Sl   13:53   3:24 python3 /app/bin/apostrophe /home/oicnanev/Projects/TVS-ISEL2425/CourseWorks/cw1/bach-BashAlternativeFromCHelas/docs/README.md
oicnanev  459194  0.5  0.1 102742572 52760 ?     S    13:53   0:10 python3 /app/bin/apostrophe /home/oicnanev/Projects/TVS-ISEL2425/CourseWorks/cw1/bach-BashAlternativeFromCHelas/docs/README.md
oicnanev  459195  0.8  0.1 102742968 53464 ?     S    13:53   0:17 python3 /app/bin/apostrophe /home/oicnanev/Projects/TVS-ISEL2425/CourseWorks/cw1/bach-BashAlternativeFromCHelas/docs/README.md
oicnanev  459196  0.0  0.1 102742968 53464 ?     S    13:53   0:00 python3 /app/bin/apostrophe /home/oicnanev/Projects/TVS-ISEL2425/CourseWorks/cw1/bach-BashAlternativeFromCHelas/docs/README.md
oicnanev  460355  0.2  0.5 1212119772 174764 ?   Sl   13:57   0:05 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8091 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=101744794942 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
root      460367  0.0  0.0      0     0 ?        I    13:57   0:00 [kworker/u40:0-ext4-rsv-conversion]
root      461780  0.0  0.0      0     0 ?        I    14:02   0:00 [kworker/3:2]
root      461806  0.0  0.0      0     0 ?        I    14:02   0:00 [kworker/15:0-rcu_par_gp]
root      461857  0.0  0.0      0     0 ?        I    14:02   0:00 [kworker/8:1]
root      463749  0.0  0.0      0     0 ?        I    14:10   0:00 [kworker/u40:1-events_unbound]
root      466345  0.0  0.0      0     0 ?        I    14:20   0:00 [kworker/17:1]
oicnanev  466596  0.0  0.2 1212000488 70520 ?    Sl   14:20   0:00 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8204 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=103158310238 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
root      466897  0.0  0.0      0     0 ?        I    14:22   0:00 [kworker/9:1-mm_percpu_wq]
root      466903  0.0  0.0      0     0 ?        I    14:22   0:00 [kworker/0:2-pm]
root      467105  0.0  0.0      0     0 ?        I    14:22   0:00 [kworker/u40:3-events_unbound]
oicnanev  467853  2.7  0.3 1213712652 106352 ?   Sl   14:25   0:00 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --extension-process --renderer-sub-type=extension --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8223 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=103455161106 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev  467885  0.3  0.2 1213647084 84988 ?    Sl   14:25   0:00 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --extension-process --renderer-sub-type=extension --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8224 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=103458915820 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev  467957  200  0.0  13744  4800 pts/2    R+   14:26   0:00 ps aux
oicnanev  467958  0.0  0.0   8296  1920 pts/2    S+   14:26   0:00 tee processes.log
oicnanev  467959  0.0  0.0   9144  2080 pts/2    S+   14:26   0:00 grep --color=auto root
oicnanev  467960  0.0  0.0   8296  1920 pts/2    S+   14:26   0:00 tee root-processes.log
oicnanev  467961  0.0  0.0   8308  1920 pts/2    S+   14:26   0:00 wc -l
